Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Match_Type,Match_ID,Bowler,Player_ID
6,0,62,0,10.33,0.00,0.00,England,Chattogram,03/05/10,ODI ,2968,Rubel Hossain,300619
9,0,52,2,5.77,26.00,27.00,England,Bristol,07/10/10,ODI ,3025,Rubel Hossain,300619
9,0,61,2,6.77,30.50,27.00,England,Birmingham,07/12/10,ODI ,3026,Rubel Hossain,300619
7,0,42,0,6.00,0.00,0.00,Ireland,Belfast,07/15/10,ODI ,3027,Rubel Hossain,300619
8,0,39,1,4.87,39.00,48.00,New Zealand,Dhaka,10/11/10,ODI ,3054,Rubel Hossain,300619
10,0,42,1,4.20,42.00,60.00,New Zealand,Dhaka,10/14/10,ODI ,3056,Rubel Hossain,300619
9,1,25,4,2.63,6.25,14.20,New Zealand,Dhaka,10/17/10,ODI ,3058,Rubel Hossain,300619
10,0,60,0,6.00,0.00,0.00,India,Dhaka,02/19/11,ODI ,3100,Rubel Hossain,300619
3,0,12,0,4.00,0.00,0.00,Ireland,Dhaka,02/25/11,ODI ,3108,Rubel Hossain,300619
1,0,12,0,12.00,0.00,0.00,West Indies,Dhaka,03/04/11,ODI ,3118,Rubel Hossain,300619
8,0,40,1,4.61,40.00,52.00,England,Chattogram,03/11/11,ODI ,3127,Rubel Hossain,300619
9,0,36,1,4.00,36.00,54.00,Netherlands,Chattogram,03/14/11,ODI ,3131,Rubel Hossain,300619
8,0,56,3,7.00,18.66,16.00,South Africa,Dhaka,03/19/11,ODI ,3138,Rubel Hossain,300619
6,0,57,0,9.50,0.00,0.00,Australia,Dhaka,04/11/11,ODI ,3150,Rubel Hossain,300619
10,1,26,4,2.60,6.50,15.00,Zimbabwe,Harare,08/12/11,ODI ,3176,Rubel Hossain,300619
10,0,50,0,5.00,0.00,0.00,Zimbabwe,Harare,08/14/11,ODI ,3177,Rubel Hossain,300619
10,0,41,2,4.10,20.50,30.00,Zimbabwe,Harare,08/16/11,ODI ,3179,Rubel Hossain,300619
9,1,31,4,3.44,7.75,13.50,Zimbabwe,Bulawayo,08/19/11,ODI ,3181,Rubel Hossain,300619
6,0,34,1,5.66,34.00,36.00,Zimbabwe,Bulawayo,08/21/11,ODI ,3183,Rubel Hossain,300619
10,1,65,3,6.50,21.66,20.00,West Indies,Dhaka,10/13/11,ODI ,3198,Rubel Hossain,300619
10,0,54,0,5.40,0.00,0.00,West Indies,Dhaka,10/15/11,ODI ,3200,Rubel Hossain,300619
8,1,23,2,2.87,11.50,24.00,Pakistan,Dhaka,12/01/11,ODI ,3218,Rubel Hossain,300619
10,0,58,2,5.80,29.00,30.00,Pakistan,Dhaka,12/03/11,ODI ,3220,Rubel Hossain,300619
5,0,42,0,8.40,0.00,0.00,West Indies,Dhaka,12/05/12,ODI ,3311,Rubel Hossain,300619
5,0,44,1,8.80,44.00,30.00,Sri Lanka,Hambantota,03/23/13,ODI ,3349,Rubel Hossain,300619
3,0,20,0,6.66,0.00,0.00,Sri Lanka,Hambantota,03/25/13,ODI ,3351,Rubel Hossain,300619
6,0,26,6,4.45,4.33,5.80,New Zealand,Dhaka,10/29/13,ODI ,3423,Rubel Hossain,300619
9,1,47,0,5.22,0.00,0.00,New Zealand,Dhaka,10/31/13,ODI ,3426,Rubel Hossain,300619
6,0,38,1,6.33,38.00,36.00,New Zealand,Fatullah,11/03/13,ODI ,3429,Rubel Hossain,300619
8,0,37,2,4.62,18.50,24.00,Sri Lanka,Dhaka,02/17/14,ODI ,3469,Rubel Hossain,300619
10,0,76,3,7.60,25.33,20.00,Sri Lanka,Dhaka,02/20/14,ODI ,3470,Rubel Hossain,300619
10,0,69,2,6.90,34.50,30.00,Sri Lanka,Dhaka,02/22/14,ODI ,3471,Rubel Hossain,300619
10,1,63,1,6.30,63.00,60.00,India,Fatullah,02/26/14,ODI ,3474,Rubel Hossain,300619
10,0,61,1,6.10,61.00,60.00,Afghanistan,Fatullah,03/01/14,ODI ,3478,Rubel Hossain,300619
6,0,25,0,4.16,0.00,0.00,Sri Lanka,Dhaka,03/06/14,ODI ,3485,Rubel Hossain,300619
3,0,14,0,4.66,0.00,0.00,Zimbabwe,Chattogram,11/21/14,ODI ,3550,Rubel Hossain,300619
6,1,28,0,4.66,0.00,0.00,Zimbabwe,Chattogram,11/23/14,ODI ,3552,Rubel Hossain,300619
6,0,22,2,3.77,11.00,17.50,Zimbabwe,Dhaka,11/26/14,ODI ,3553,Rubel Hossain,300619
10,1,48,2,4.80,24.00,30.00,Zimbabwe,Dhaka,11/28/14,ODI ,3555,Rubel Hossain,300619
6,0,27,1,4.50,27.00,36.00,Afghanistan,Canberra,02/18/15,ODI ,3605,Rubel Hossain,300619
9,0,62,1,6.88,62.00,54.00,Sri Lanka,Melbourne,02/26/15,ODI ,3615,Rubel Hossain,300619
8,0,60,0,7.50,0.00,0.00,Scotland,Nelson,03/05/15,ODI ,3624,Rubel Hossain,300619
9,0,53,4,5.57,13.25,14.20,England,Adelaide,03/09/15,ODI ,3630,Rubel Hossain,300619
8,1,40,1,5.00,40.00,48.00,New Zealand,Hamilton,03/13/15,ODI ,3634,Rubel Hossain,300619
10,0,56,1,5.60,56.00,60.00,India,Melbourne,03/19/15,ODI ,3641,Rubel Hossain,300619
8,1,45,1,5.62,45.00,48.00,Pakistan,Dhaka,04/17/15,ODI ,3647,Rubel Hossain,300619
7,2,27,1,3.85,27.00,42.00,Pakistan,Dhaka,04/19/15,ODI ,3648,Rubel Hossain,300619
6,0,43,2,7.16,21.50,18.00,Pakistan,Dhaka,04/22/15,ODI ,3649,Rubel Hossain,300619
6,0,36,0,6.00,0.00,0.00,India,Dhaka,06/18/15,ODI ,3658,Rubel Hossain,300619
7,0,26,2,3.71,13.00,21.00,India,Dhaka,06/21/15,ODI ,3660,Rubel Hossain,300619
9,0,75,0,8.33,0.00,0.00,India,Dhaka,06/24/15,ODI ,3661,Rubel Hossain,300619
9,2,34,2,3.77,17.00,27.00,South Africa,Dhaka,07/12/15,ODI ,3666,Rubel Hossain,300619
6,0,29,2,4.83,14.50,18.00,South Africa,Chattogram,07/15/15,ODI ,3668,Rubel Hossain,300619
9,0,62,1,6.88,62.00,54.00,Afghanistan,Dhaka,09/25/16,ODI ,3781,Rubel Hossain,300619
3,0,24,0,8.00,0.00,0.00,Afghanistan,Dhaka,09/28/16,ODI ,3783,Rubel Hossain,300619
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),05/12/17,ODI ,3866,Rubel Hossain,300619
10,0,53,2,5.30,26.50,30.00,New Zealand,Dublin,05/17/17,ODI ,3868,Rubel Hossain,300619
8,1,41,0,5.12,0.00,0.00,Ireland,Dublin (Malahide),05/19/17,ODI ,3869,Rubel Hossain,300619
10,0,56,1,5.60,56.00,60.00,New Zealand,Dublin,05/24/17,ODI ,3871,Rubel Hossain,300619
10,0,64,0,6.40,0.00,0.00,England,The Oval,06/01/17,ODI ,3875,Rubel Hossain,300619
4,0,21,1,5.25,21.00,24.00,Australia,The Oval,06/05/17,ODI ,3879,Rubel Hossain,300619
10,0,60,1,6.00,60.00,60.00,New Zealand,Cardiff,06/09/17,ODI ,3883,Rubel Hossain,300619
6,0,46,0,7.66,0.00,0.00,India,Birmingham,06/15/17,ODI ,3891,Rubel Hossain,300619
6,0,37,0,6.16,0.00,0.00,South Africa,Kimberley,10/15/17,ODI ,3923,Rubel Hossain,300619
10,0,62,4,6.20,15.50,15.00,South Africa,Paarl,10/18/17,ODI ,3925,Rubel Hossain,300619
10,0,75,1,7.50,75.00,60.00,South Africa,East London,10/22/17,ODI ,3929,Rubel Hossain,300619
5,0,24,2,4.80,12.00,15.00,Zimbabwe,Dhaka,01/15/18,ODI ,3952,Rubel Hossain,300619
5,0,20,2,3.75,10.00,16.00,Sri Lanka,Dhaka,01/19/18,ODI ,3959,Rubel Hossain,300619
5,1,18,1,3.60,18.00,30.00,Zimbabwe,Dhaka,01/23/18,ODI ,3964,Rubel Hossain,300619
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dhaka,01/25/18,ODI ,3965,Rubel Hossain,300619
10,0,46,4,4.60,11.50,15.00,Sri Lanka,Dhaka,01/27/18,ODI ,3967,Rubel Hossain,300619
8,0,52,1,6.50,52.00,48.00,West Indies,Providence,07/22/18,ODI ,4022,Rubel Hossain,300619
9,0,61,3,6.77,20.33,18.00,West Indies,Providence,07/25/18,ODI ,4023,Rubel Hossain,300619
7,0,34,1,4.85,34.00,42.00,West Indies,Basseterre,07/28/18,ODI ,4024,Rubel Hossain,300619
4,0,18,1,4.50,18.00,24.00,Sri Lanka,Dubai (DSC),09/15/18,ODI ,4036,Rubel Hossain,300619
6,1,32,1,5.33,32.00,36.00,Afghanistan,Abu Dhabi,09/20/18,ODI ,4041,Rubel Hossain,300619
5,0,21,1,4.20,21.00,30.00,India,Dubai (DSC),09/21/18,ODI ,4042,Rubel Hossain,300619
8,0,38,1,4.75,38.00,48.00,Pakistan,Abu Dhabi,09/26/18,ODI ,4047,Rubel Hossain,300619
10,2,26,2,2.60,13.00,30.00,India,Dubai (DSC),09/28/18,ODI ,4048,Rubel Hossain,300619
10,0,61,1,6.10,61.00,60.00,West Indies,Dhaka,12/09/18,ODI ,4071,Rubel Hossain,300619
9,0,57,2,6.33,28.50,27.00,West Indies,Dhaka,12/11/18,ODI ,4072,Rubel Hossain,300619
9,0,64,1,7.11,64.00,54.00,New Zealand,Dunedin,02/20/19,ODI ,4095,Rubel Hossain,300619
7,2,41,1,5.85,41.00,42.00,Ireland,Dublin,05/15/19,ODI ,4136,Rubel Hossain,300619
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Dhaka,12/01/14,ODI ,3559,Soumya Sarkar,436677
3,0,13,0,4.33,0.00,0.00,Afghanistan,Canberra,02/18/15,ODI ,3605,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Melbourne,02/26/15,ODI ,3615,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Scotland,Nelson,03/05/15,ODI ,3624,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,England,Adelaide,03/09/15,ODI ,3630,Soumya Sarkar,436677
4,0,19,0,4.75,0.00,0.00,New Zealand,Hamilton,03/13/15,ODI ,3634,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,India,Melbourne,03/19/15,ODI ,3641,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Pakistan,Dhaka,04/17/15,ODI ,3647,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Pakistan,Dhaka,04/19/15,ODI ,3648,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Pakistan,Dhaka,04/22/15,ODI ,3649,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,India,Dhaka,06/18/15,ODI ,3658,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,India,Dhaka,06/21/15,ODI ,3660,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,India,Dhaka,06/24/15,ODI ,3661,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,South Africa,Dhaka,07/10/15,ODI ,3663,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,South Africa,Dhaka,07/12/15,ODI ,3666,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,South Africa,Chattogram,07/15/15,ODI ,3668,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Afghanistan,Dhaka,09/25/16,ODI ,3781,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Afghanistan,Dhaka,09/28/16,ODI ,3783,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Afghanistan,Dhaka,10/01/16,ODI ,3786,Soumya Sarkar,436677
4,0,25,0,6.25,0.00,0.00,New Zealand,Christchurch,12/26/16,ODI ,3814,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dambulla,03/25/17,ODI ,3855,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dambulla,03/28/17,ODI ,3856,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Colombo (SSC),04/01/17,ODI ,3858,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),05/12/17,ODI ,3866,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,New Zealand,Dublin,05/17/17,ODI ,3868,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),05/19/17,ODI ,3869,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,New Zealand,Dublin,05/24/17,ODI ,3871,Soumya Sarkar,436677
2,0,13,0,6.50,0.00,0.00,England,The Oval,06/01/17,ODI ,3875,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,Australia,The Oval,06/05/17,ODI ,3879,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,New Zealand,Cardiff,06/09/17,ODI ,3883,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,India,Birmingham,06/15/17,ODI ,3891,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,South Africa,East London,10/22/17,ODI ,3929,Soumya Sarkar,436677
5,0,19,1,3.80,19.00,30.00,Pakistan,Abu Dhabi,09/26/18,ODI ,4047,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,India,Dubai (DSC),09/28/18,ODI ,4048,Soumya Sarkar,436677
2,0,16,0,8.00,0.00,0.00,Zimbabwe,Chattogram,10/26/18,ODI ,4061,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,West Indies,Dhaka,12/09/18,ODI ,4071,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,West Indies,Dhaka,12/11/18,ODI ,4072,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,West Indies,Sylhet,12/14/18,ODI ,4073,Soumya Sarkar,436677
1,0,8,0,8.00,0.00,0.00,New Zealand,Napier,02/13/19,ODI ,4093,Soumya Sarkar,436677
1,0,10,0,10.00,0.00,0.00,New Zealand,Christchurch,02/16/19,ODI ,4094,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,New Zealand,Dunedin,02/20/19,ODI ,4095,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,West Indies,Dublin,05/07/19,ODI ,4129,Soumya Sarkar,436677
2,0,15,0,7.50,0.00,0.00,West Indies,Dublin (Malahide),05/13/19,ODI ,4134,Soumya Sarkar,436677
0,0,0,0,0.00,0.00,0.00,West Indies,Dublin (Malahide),05/17/19,ODI ,4137,Soumya Sarkar,436677
1,0,6,0,6.00,0.00,0.00,Zimbabwe,Chattogram,11/21/14,ODI ,3550,Sabbir Rahman,373538
3,0,14,0,4.66,0.00,0.00,Zimbabwe,Chattogram,11/23/14,ODI ,3552,Sabbir Rahman,373538
2,0,16,0,8.00,0.00,0.00,Zimbabwe,Dhaka,11/26/14,ODI ,3553,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Dhaka,11/28/14,ODI ,3555,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Dhaka,12/01/14,ODI ,3559,Sabbir Rahman,373538
1,0,4,0,4.00,0.00,0.00,Afghanistan,Canberra,02/18/15,ODI ,3605,Sabbir Rahman,373538
4,0,26,0,6.50,0.00,0.00,Sri Lanka,Melbourne,02/26/15,ODI ,3615,Sabbir Rahman,373538
7,0,47,1,6.71,47.00,42.00,Scotland,Nelson,03/05/15,ODI ,3624,Sabbir Rahman,373538
2,0,13,0,6.50,0.00,0.00,England,Adelaide,03/09/15,ODI ,3630,Sabbir Rahman,373538
2,0,14,0,7.00,0.00,0.00,New Zealand,Hamilton,03/13/15,ODI ,3634,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,India,Melbourne,03/19/15,ODI ,3641,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Pakistan,Dhaka,04/17/15,ODI ,3647,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Pakistan,Dhaka,04/19/15,ODI ,3648,Sabbir Rahman,373538
2,0,17,0,8.50,0.00,0.00,Pakistan,Dhaka,04/22/15,ODI ,3649,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,India,Dhaka,06/18/15,ODI ,3658,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,India,Dhaka,06/21/15,ODI ,3660,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,India,Dhaka,06/24/15,ODI ,3661,Sabbir Rahman,373538
0,0,4,0,24.00,0.00,0.00,South Africa,Dhaka,07/10/15,ODI ,3663,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,South Africa,Dhaka,07/12/15,ODI ,3666,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,South Africa,Chattogram,07/15/15,ODI ,3668,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Dhaka,11/07/15,ODI ,3703,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Dhaka,11/09/15,ODI ,3705,Sabbir Rahman,373538
2,0,12,1,6.00,12.00,12.00,Zimbabwe,Dhaka,11/11/15,ODI ,3706,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Afghanistan,Dhaka,09/25/16,ODI ,3781,Sabbir Rahman,373538
2,0,8,0,4.00,0.00,0.00,Afghanistan,Dhaka,09/28/16,ODI ,3783,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Afghanistan,Dhaka,10/01/16,ODI ,3786,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,England,Dhaka,10/07/16,ODI ,3791,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,England,Dhaka,10/09/16,ODI ,3793,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,England,Chattogram,10/12/16,ODI ,3794,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,New Zealand,Christchurch,12/26/16,ODI ,3814,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,New Zealand,Nelson,12/29/16,ODI ,3815,Sabbir Rahman,373538
3,0,20,0,6.66,0.00,0.00,New Zealand,Nelson,12/31/16,ODI ,3816,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dambulla,03/25/17,ODI ,3855,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dambulla,03/28/17,ODI ,3856,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Colombo (SSC),04/01/17,ODI ,3858,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),05/12/17,ODI ,3866,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,New Zealand,Dublin,05/17/17,ODI ,3868,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),05/19/17,ODI ,3869,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,New Zealand,Dublin,05/24/17,ODI ,3871,Sabbir Rahman,373538
1,0,13,1,13.00,13.00,6.00,England,The Oval,06/01/17,ODI ,3875,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Australia,The Oval,06/05/17,ODI ,3879,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,New Zealand,Cardiff,06/09/17,ODI ,3883,Sabbir Rahman,373538
1,0,11,0,9.42,0.00,0.00,India,Birmingham,06/15/17,ODI ,3891,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,South Africa,Kimberley,10/15/17,ODI ,3923,Sabbir Rahman,373538
1,0,11,0,11.00,0.00,0.00,South Africa,Paarl,10/18/17,ODI ,3925,Sabbir Rahman,373538
1,0,8,0,8.00,0.00,0.00,South Africa,East London,10/22/17,ODI ,3929,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Dhaka,01/15/18,ODI ,3952,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dhaka,01/19/18,ODI ,3959,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Dhaka,01/23/18,ODI ,3964,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dhaka,01/25/18,ODI ,3965,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dhaka,01/27/18,ODI ,3967,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,West Indies,Providence,07/22/18,ODI ,4022,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,West Indies,Providence,07/25/18,ODI ,4023,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,West Indies,Basseterre,07/28/18,ODI ,4024,Sabbir Rahman,373538
7,0,41,0,5.85,0.00,0.00,New Zealand,Napier,02/13/19,ODI ,4093,Sabbir Rahman,373538
4,0,28,0,7.00,0.00,0.00,New Zealand,Christchurch,02/16/19,ODI ,4094,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,New Zealand,Dunedin,02/20/19,ODI ,4095,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,West Indies,Dublin,05/07/19,ODI ,4129,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,West Indies,Dublin (Malahide),05/13/19,ODI ,4134,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin,05/15/19,ODI ,4136,Sabbir Rahman,373538
2,0,12,0,6.00,0.00,0.00,West Indies,Dublin (Malahide),05/17/19,ODI ,4137,Sabbir Rahman,373538
0,0,0,0,0.00,0.00,0.00,India,Dhaka,06/17/14,ODI ,3498,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,India,Dhaka,06/19/14,ODI ,3499,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dhaka,01/27/18,ODI ,3967,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dubai (DSC),09/15/18,ODI ,4036,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,Afghanistan,Abu Dhabi,09/20/18,ODI ,4041,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,India,Dubai (DSC),09/21/18,ODI ,4042,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,Afghanistan,Abu Dhabi,09/23/18,ODI ,4045,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,Pakistan,Abu Dhabi,09/26/18,ODI ,4047,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,India,Dubai (DSC),09/28/18,ODI ,4048,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Dhaka,10/21/18,ODI ,4057,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Chattogram,10/24/18,ODI ,4060,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Chattogram,10/26/18,ODI ,4061,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,West Indies,Sylhet,12/14/18,ODI ,4073,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,New Zealand,Napier,02/13/19,ODI ,4093,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,New Zealand,Christchurch,02/16/19,ODI ,4094,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,West Indies,Dublin,05/07/19,ODI ,4129,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,West Indies,Dublin (Malahide),05/13/19,ODI ,4134,Mohammad Mithun,269237
0,0,0,0,0.00,0.00,0.00,West Indies,Dublin (Malahide),05/17/19,ODI ,4137,Mohammad Mithun,269237
5,0,28,2,5.60,14.00,15.00,Sri Lanka,Colombo (RPS),07/25/07,ODI ,2607,Mahmudullah,56025
10,0,31,1,3.10,31.00,60.00,Ireland,Dhaka,03/18/08,ODI ,2693,Mahmudullah,56025
6,0,32,0,5.33,0.00,0.00,Ireland,Dhaka,03/20/08,ODI ,2694,Mahmudullah,56025
10,0,41,1,4.10,41.00,60.00,Ireland,Dhaka,03/22/08,ODI ,2695,Mahmudullah,56025
5,0,59,0,11.80,0.00,0.00,Pakistan,Lahore,04/08/08,ODI ,2696,Mahmudullah,56025
2,0,18,0,9.00,0.00,0.00,Pakistan,Faisalabad,04/11/08,ODI ,2698,Mahmudullah,56025
7,0,44,1,6.28,44.00,42.00,Pakistan,Lahore,04/13/08,ODI ,2700,Mahmudullah,56025
10,1,38,0,3.80,0.00,0.00,Pakistan,Multan,04/16/08,ODI ,2702,Mahmudullah,56025
6,0,44,0,7.33,0.00,0.00,Pakistan,Karachi,04/19/08,ODI ,2703,Mahmudullah,56025
7,0,39,0,5.57,0.00,0.00,Pakistan,Dhaka,06/08/08,ODI ,2704,Mahmudullah,56025
7,0,42,0,6.00,0.00,0.00,India,Dhaka,06/12/08,ODI ,2706,Mahmudullah,56025
10,0,38,2,3.80,19.00,30.00,U.A.E.,Lahore,06/24/08,ODI ,2711,Mahmudullah,56025
10,0,62,1,6.20,62.00,60.00,Sri Lanka,Lahore,06/25/08,ODI ,2715,Mahmudullah,56025
6,0,35,0,5.83,0.00,0.00,India,Karachi,06/28/08,ODI ,2721,Mahmudullah,56025
8,0,43,0,5.37,0.00,0.00,Sri Lanka,Karachi,06/30/08,ODI ,2726,Mahmudullah,56025
2,0,15,0,7.50,0.00,0.00,Pakistan,Karachi,07/04/08,ODI ,2733,Mahmudullah,56025
4,0,15,0,3.75,0.00,0.00,Australia,Darwin,09/06/08,ODI ,2762,Mahmudullah,56025
2,0,8,0,4.00,0.00,0.00,New Zealand,Dhaka,10/09/08,ODI ,2763,Mahmudullah,56025
0,0,0,0,0.00,0.00,0.00,New Zealand,Dhaka,10/11/08,ODI ,2764,Mahmudullah,56025
2,0,13,0,6.50,0.00,0.00,Sri Lanka,Dhaka,01/14/09,ODI ,2793,Mahmudullah,56025
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dhaka,01/16/09,ODI ,2794,Mahmudullah,56025
6,2,7,1,1.16,7.00,36.00,Zimbabwe,Dhaka,01/19/09,ODI ,2797,Mahmudullah,56025
3,0,12,0,4.00,0.00,0.00,Zimbabwe,Dhaka,01/21/09,ODI ,2799,Mahmudullah,56025
7,0,19,2,2.71,9.50,21.00,Zimbabwe,Dhaka,01/23/09,ODI ,2801,Mahmudullah,56025
7,0,38,1,5.42,38.00,42.00,West Indies,Roseau,07/26/09,ODI ,2862,Mahmudullah,56025
9,1,46,0,5.11,0.00,0.00,West Indies,Roseau,07/28/09,ODI ,2863,Mahmudullah,56025
7,0,38,2,5.42,19.00,21.00,West Indies,Basseterre,07/31/09,ODI ,2865,Mahmudullah,56025
8,1,39,2,4.87,19.50,24.00,Zimbabwe,Bulawayo,08/09/09,ODI ,2869,Mahmudullah,56025
6,0,41,1,6.83,41.00,36.00,Zimbabwe,Bulawayo,08/11/09,ODI ,2871,Mahmudullah,56025
2,0,14,0,7.00,0.00,0.00,Zimbabwe,Bulawayo,08/14/09,ODI ,2872,Mahmudullah,56025
6,0,32,0,5.33,0.00,0.00,Zimbabwe,Bulawayo,08/16/09,ODI ,2873,Mahmudullah,56025
10,0,40,1,4.00,40.00,60.00,Zimbabwe,Bulawayo,08/18/09,ODI ,2874,Mahmudullah,56025
1,0,6,0,6.00,0.00,0.00,Zimbabwe,Dhaka,10/27/09,ODI ,2914,Mahmudullah,56025
